,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,Nox_hourly_avg,No_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1100,12.3  ,12    ,31.7  ,N/A  ,0.015   ,0.007   ,0.005   ,0.008   ,0.027   ,CAL     ,35      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1200,11.8  ,2     ,33.7  ,N/A  ,CAL     ,CAL     ,0.004   ,CAL     ,0.037   ,0.50    ,36      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1300,10.3  ,354   ,35.3  ,N/A  ,0.013   ,0.006   ,0.004   ,0.007   ,CAL     ,0.49    ,30      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1400,11.1  ,356   ,36.5  ,N/A  ,0.013   ,0.006   ,0.004   ,0.007   ,0.060   ,0.45    ,32      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1500,9.4   ,8     ,37.5  ,N/A  ,0.012   ,0.006   ,0.003   ,0.006   ,0.049   ,0.36    ,26      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1600,12.8  ,356   ,37.2  ,N/A  ,0.013   ,0.007   ,0.004   ,0.006   ,0.036   ,0.37    ,21      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1700,11.4  ,359   ,36.0  ,N/A  ,0.012   ,0.007   ,0.004   ,0.005   ,0.027   ,0.35    ,24      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1800,8.5   ,343   ,34.4  ,N/A  ,0.015   ,0.008   ,0.004   ,0.007   ,0.023   ,0.53    ,15      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,1900,4.4   ,315   ,30.0  ,N/A  ,0.031   ,0.013   ,0.004   ,0.018   ,0.012   ,1.01    ,38      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,2000,5.8   ,294   ,27.5  ,N/A  ,0.034   ,0.017   ,0.004   ,0.017   ,0.011   ,0.97    ,43      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,2100,8.8   ,309   ,27.6  ,N/A  ,0.023   ,0.011   ,0.004   ,0.012   ,0.017   ,0.65    ,27      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,2200,8.4   ,306   ,27.7  ,N/A  ,0.016   ,0.006   ,0.004   ,0.010   ,0.023   ,0.51    ,14      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,2300,6.7   ,319   ,27.3  ,N/A  ,0.014   ,0.005   ,0.003   ,0.009   ,0.022   ,0.49    ,28      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001212,2400,3.5   ,316   ,26.0  ,N/A  ,0.029   ,0.014   ,0.003   ,0.015   ,0.006   ,0.86    ,32      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0100,7.8   ,1     ,26.6  ,N/A  ,0.008   ,0.003   ,0.003   ,0.005   ,0.020   ,0.40    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0200,7.6   ,336   ,26.2  ,N/A  ,0.006   ,0.002   ,0.003   ,0.003   ,0.019   ,0.38    ,13      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0300,3.7   ,312   ,24.9  ,N/A  ,0.007   ,0.003   ,0.003   ,0.004   ,0.010   ,0.38    ,20      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0400,5.9   ,322   ,24.2  ,N/A  ,0.006   ,0.003   ,0.003   ,0.003   ,0.009   ,0.40    ,16      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0500,4.9   ,317   ,23.8  ,N/A  ,0.006   ,0.003   ,0.003   ,0.003   ,0.008   ,0.45    ,24      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0600,4.1   ,324   ,23.4  ,N/A  ,0.008   ,0.004   ,0.003   ,0.004   ,0.007   ,0.48    ,28      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0700,3.2   ,341   ,23.2  ,N/A  ,0.016   ,0.009   ,0.004   ,0.007   ,0.003   ,0.57    ,15      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0800,2.4   ,323   ,23.2  ,N/A  ,0.037   ,0.028   ,0.004   ,0.009   ,0.002   ,1.00    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,0900,4.7   ,21    ,25.6  ,N/A  ,0.038   ,0.022   ,CAL     ,0.016   ,0.006   ,1.13    ,30      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1000,7.5   ,23    ,27.9  ,N/A  ,0.028   ,0.012   ,0.007   ,0.016   ,0.012   ,CAL     ,48      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1100,9.8   ,11    ,31.3  ,N/A  ,CAL     ,CAL     ,0.005   ,CAL     ,0.026   ,0.73    ,44      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1200,9.1   ,16    ,32.1  ,N/A  ,0.015   ,0.005   ,0.005   ,0.010   ,CAL     ,0.57    ,45      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1300,10.8  ,10    ,34.1  ,N/A  ,0.012   ,0.005   ,0.004   ,0.007   ,0.041   ,0.45    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1400,8.3   ,22    ,34.7  ,N/A  ,0.011   ,0.005   ,0.004   ,0.006   ,0.053   ,0.49    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1500,7.4   ,18    ,34.1  ,N/A  ,0.012   ,0.006   ,0.004   ,0.006   ,0.033   ,0.38    ,30      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1600,4.8   ,278   ,33.9  ,N/A  ,0.014   ,0.006   ,0.004   ,0.008   ,0.039   ,0.47    ,32      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1700,6.0   ,255   ,34.4  ,N/A  ,0.014   ,0.007   ,0.004   ,0.007   ,0.033   ,0.44    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1800,5.8   ,32    ,31.5  ,N/A  ,0.016   ,0.006   ,0.004   ,0.010   ,0.041   ,0.58    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,1900,4.6   ,307   ,28.5  ,N/A  ,0.026   ,0.010   ,0.004   ,0.016   ,0.021   ,0.82    ,25      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,2000,4.4   ,295   ,26.5  ,N/A  ,0.034   ,0.016   ,0.004   ,0.018   ,0.012   ,0.99    ,33      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,2100,3.8   ,310   ,25.1  ,N/A  ,0.058   ,0.038   ,0.005   ,0.020   ,0.003   ,1.53    ,36      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,2200,3.3   ,303   ,24.5  ,N/A  ,0.069   ,0.049   ,0.005   ,0.020   ,0.003   ,1.60    ,41      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,2300,3.5   ,315   ,25.1  ,N/A  ,0.064   ,0.042   ,0.006   ,0.022   ,0.002   ,1.71    ,40      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001213,2400,2.7   ,303   ,24.4  ,N/A  ,0.056   ,0.038   ,0.005   ,0.018   ,0.002   ,1.51    ,40      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0100,2.6   ,305   ,24.7  ,N/A  ,0.029   ,0.017   ,0.004   ,0.012   ,0.002   ,0.90    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0200,3.5   ,311   ,24.5  ,N/A  ,0.018   ,0.009   ,0.004   ,0.009   ,0.005   ,0.67    ,13      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0300,2.8   ,313   ,24.2  ,N/A  ,0.011   ,0.004   ,0.003   ,0.007   ,0.005   ,0.53    ,16      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0400,3.3   ,331   ,24.6  ,N/A  ,0.011   ,0.004   ,0.004   ,0.007   ,0.003   ,0.61    ,21      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0500,2.5   ,295   ,24.3  ,N/A  ,0.010   ,0.003   ,0.004   ,0.007   ,0.006   ,0.56    ,20      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0600,2.5   ,314   ,24.2  ,N/A  ,0.012   ,0.005   ,0.004   ,0.007   ,0.004   ,0.65    ,24      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0700,3.3   ,330   ,24.2  ,N/A  ,0.023   ,0.012   ,0.004   ,0.011   ,0.004   ,0.89    ,40      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0800,2.0   ,293   ,23.7  ,N/A  ,0.062   ,0.045   ,CAL     ,0.017   ,0.002   ,1.68    ,44      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,0900,2.2   ,100   ,27.2  ,N/A  ,0.061   ,0.038   ,0.006   ,0.023   ,0.006   ,CAL     ,45      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1000,3.0   ,87    ,29.9  ,N/A  ,CAL     ,CAL     ,0.008   ,CAL     ,0.024   ,1.70    ,52      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1100,6.2   ,53    ,31.8  ,N/A  ,0.028   ,0.009   ,CAL     ,0.019   ,CAL     ,CAL     ,58      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1200,8.8   ,23    ,34.4  ,N/A  ,0.017   ,0.008   ,CAL     ,0.009   ,0.048   ,CAL     ,55      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1300,9.3   ,6     ,35.2  ,N/A  ,0.013   ,0.008   ,CAL     ,0.005   ,0.055   ,CAL     ,26      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1400,7.0   ,55    ,34.7  ,N/A  ,CAL     ,CAL     ,CAL     ,CAL     ,0.073   ,CAL     ,44      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1500,6.6   ,65    ,34.1  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.077   ,0.56    ,44      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1600,6.7   ,164   ,36.6  ,N/A  ,CAL     ,CAL     ,0.003   ,CAL     ,0.074   ,0.59    ,54      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1700,4.6   ,81    ,33.5  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.067   ,0.62    ,50      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1800,5.9   ,326   ,32.8  ,N/A  ,0.021   ,0.005   ,0.002   ,0.016   ,0.036   ,0.74    ,65      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,1900,12.9  ,3     ,29.6  ,N/A  ,0.015   ,0.005   ,0.001   ,0.011   ,0.029   ,0.63    ,46      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,2000,10.8  ,1     ,28.3  ,N/A  ,0.016   ,0.004   ,0.001   ,0.012   ,0.026   ,0.62    ,35      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,2100,6.2   ,18    ,27.6  ,N/A  ,0.020   ,0.004   ,0.001   ,0.016   ,0.014   ,0.72    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,2200,5.9   ,8     ,26.9  ,N/A  ,0.032   ,0.010   ,0.002   ,0.022   ,0.004   ,1.03    ,36      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,2300,7.5   ,4     ,26.7  ,N/A  ,0.030   ,0.010   ,0.002   ,0.020   ,0.005   ,1.00    ,33      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001214,2400,8.3   ,7     ,26.7  ,N/A  ,0.018   ,0.004   ,0.002   ,0.014   ,0.009   ,0.67    ,22      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0100,7.7   ,354   ,26.8  ,N/A  ,0.008   ,0.004   ,0.001   ,0.005   ,0.016   ,0.40    ,10      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0200,5.6   ,1     ,26.3  ,N/A  ,0.009   ,0.004   ,0.001   ,0.006   ,0.013   ,0.44    ,13      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0300,5.1   ,353   ,25.8  ,N/A  ,0.008   ,0.004   ,0.001   ,0.005   ,0.011   ,0.42    ,22      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0400,5.8   ,342   ,25.7  ,N/A  ,0.006   ,0.004   ,0.001   ,0.003   ,0.013   ,0.32    ,15      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0500,5.6   ,332   ,25.0  ,N/A  ,0.006   ,0.004   ,0.000   ,0.002   ,0.012   ,0.30    ,13      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0600,4.1   ,325   ,24.4  ,N/A  ,0.008   ,0.005   ,0.001   ,0.003   ,0.008   ,0.36    ,22      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0700,3.3   ,324   ,23.8  ,N/A  ,0.019   ,0.013   ,CAL     ,0.006   ,0.004   ,0.55    ,14      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0800,3.4   ,313   ,23.6  ,N/A  ,0.051   ,0.043   ,0.002   ,0.007   ,0.002   ,CAL     ,22      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,0900,9.7   ,18    ,26.7  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.005   ,0.94    ,20      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1000,11.1  ,13    ,29.4  ,N/A  ,0.026   ,0.013   ,0.002   ,0.013   ,CAL     ,0.69    ,68      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1100,6.7   ,22    ,32.5  ,N/A  ,0.024   ,0.010   ,0.004   ,0.014   ,0.033   ,0.77    ,95      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1200,6.0   ,65    ,34.9  ,N/A  ,0.011   ,0.004   ,0.011   ,0.007   ,CAL     ,0.39    ,58      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1300,6.3   ,153   ,35.7  ,N/A  ,0.009   ,0.004   ,0.005   ,0.005   ,CAL     ,0.41    ,33      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1400,6.9   ,77    ,36.5  ,N/A  ,0.011   ,0.004   ,0.010   ,0.007   ,CAL     ,0.50    ,49      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1500,7.5   ,131   ,35.8  ,N/A  ,0.015   ,0.004   ,0.007   ,0.011   ,CAL     ,0.55    ,62      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1600,8.9   ,195   ,35.4  ,N/A  ,0.016   ,0.004   ,0.007   ,0.012   ,0.052   ,0.66    ,61      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1700,9.4   ,245   ,35.2  ,N/A  ,0.019   ,0.006   ,0.003   ,0.013   ,0.057   ,0.56    ,112     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1800,8.5   ,288   ,31.4  ,N/A  ,0.020   ,0.005   ,0.003   ,0.015   ,0.045   ,0.70    ,60      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,1900,3.3   ,314   ,29.2  ,N/A  ,0.027   ,0.007   ,0.002   ,0.020   ,0.021   ,1.03    ,79      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,2000,4.3   ,274   ,26.2  ,N/A  ,0.043   ,0.017   ,0.002   ,0.026   ,0.008   ,1.50    ,51      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,2100,4.1   ,296   ,25.7  ,N/A  ,0.038   ,0.022   ,0.001   ,0.016   ,0.003   ,1.35    ,40      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,2200,3.6   ,314   ,25.8  ,N/A  ,0.034   ,0.016   ,0.001   ,0.018   ,0.005   ,1.23    ,43      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,2300,4.9   ,193   ,26.2  ,N/A  ,0.024   ,0.006   ,0.001   ,0.018   ,0.009   ,0.86    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001215,2400,2.9   ,285   ,25.9  ,N/A  ,0.031   ,0.016   ,0.001   ,0.015   ,0.003   ,0.93    ,18      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0100,3.6   ,308   ,24.9  ,N/A  ,0.022   ,0.013   ,0.001   ,0.009   ,0.003   ,0.75    ,16      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0200,3.0   ,305   ,24.9  ,N/A  ,0.017   ,0.009   ,0.000   ,0.008   ,0.004   ,0.55    ,12      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0300,3.3   ,307   ,24.4  ,N/A  ,0.014   ,0.007   ,0.000   ,0.007   ,0.000   ,0.49    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0400,2.7   ,304   ,23.9  ,N/A  ,0.012   ,0.007   ,0.000   ,0.005   ,0.003   ,0.43    ,16      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0500,3.1   ,302   ,23.8  ,N/A  ,0.011   ,0.006   ,0.000   ,0.005   ,0.005   ,0.44    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0600,2.9   ,303   ,23.8  ,N/A  ,0.013   ,0.007   ,CAL     ,0.006   ,0.003   ,0.51    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0700,3.1   ,307   ,23.4  ,N/A  ,0.018   ,0.014   ,0.000   ,0.004   ,0.002   ,CAL     ,22      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0800,2.0   ,311   ,23.3  ,N/A  ,CAL     ,CAL     ,0.001   ,CAL     ,0.001   ,0.95    ,25      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,0900,2.5   ,299   ,26.3  ,N/A  ,0.046   ,0.032   ,0.002   ,0.013   ,CAL     ,1.20    ,38      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1000,3.4   ,57    ,30.4  ,N/A  ,0.025   ,0.011   ,0.003   ,0.014   ,0.020   ,0.86    ,21      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1100,5.5   ,67    ,33.1  ,N/A  ,0.019   ,0.006   ,0.006   ,0.013   ,0.042   ,0.62    ,42      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1200,5.4   ,142   ,34.0  ,N/A  ,0.016   ,0.005   ,0.009   ,0.011   ,0.058   ,0.44    ,43      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1300,7.5   ,139   ,33.7  ,N/A  ,0.009   ,0.004   ,0.004   ,0.005   ,0.052   ,0.33    ,20      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1400,9.2   ,123   ,32.9  ,N/A  ,0.009   ,0.004   ,0.004   ,0.005   ,0.061   ,0.41    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1500,8.0   ,219   ,29.8  ,N/A  ,0.021   ,0.008   ,0.002   ,0.013   ,0.031   ,0.48    ,28      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1600,9.3   ,242   ,34.7  ,N/A  ,0.009   ,0.005   ,0.000   ,0.004   ,0.033   ,0.33    ,25      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1700,7.4   ,208   ,30.4  ,N/A  ,0.015   ,0.007   ,0.001   ,0.008   ,0.026   ,0.41    ,53      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1800,7.5   ,203   ,31.9  ,N/A  ,0.011   ,0.005   ,0.001   ,0.006   ,0.032   ,0.45    ,24      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,1900,4.8   ,45    ,29.5  ,N/A  ,0.016   ,0.005   ,0.001   ,0.011   ,0.027   ,0.60    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,2000,9.0   ,63    ,27.0  ,N/A  ,0.016   ,0.004   ,0.001   ,0.012   ,0.018   ,0.60    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,2100,2.6   ,71    ,24.9  ,N/A  ,0.026   ,0.006   ,0.001   ,0.020   ,0.005   ,0.84    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,2200,2.6   ,300   ,24.8  ,N/A  ,0.037   ,0.020   ,0.001   ,0.017   ,0.002   ,1.17    ,28      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,2300,3.4   ,350   ,24.8  ,N/A  ,0.057   ,0.036   ,0.002   ,0.021   ,0.001   ,1.67    ,28      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001216,2400,3.7   ,354   ,24.7  ,N/A  ,0.029   ,0.016   ,0.001   ,0.013   ,0.003   ,0.96    ,14      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0100,3.0   ,306   ,24.5  ,N/A  ,0.021   ,0.014   ,0.000   ,0.007   ,0.002   ,0.65    ,14      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0200,4.7   ,356   ,24.2  ,N/A  ,0.017   ,0.011   ,0.000   ,0.006   ,0.003   ,0.57    ,13      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0300,5.8   ,0     ,24.5  ,N/A  ,0.013   ,0.005   ,0.000   ,0.008   ,0.004   ,0.47    ,9       
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0400,5.0   ,14    ,24.4  ,N/A  ,0.018   ,0.012   ,0.000   ,0.006   ,0.002   ,0.54    ,7       
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0500,6.8   ,29    ,25.0  ,N/A  ,0.017   ,0.008   ,CAL     ,0.009   ,0.001   ,0.61    ,16      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0600,7.1   ,16    ,24.6  ,N/A  ,0.010   ,0.004   ,0.002   ,0.006   ,0.004   ,CAL     ,14      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0700,4.6   ,12    ,24.8  ,N/A  ,CAL     ,CAL     ,0.001   ,CAL     ,0.003   ,0.47    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0800,4.2   ,17    ,25.0  ,N/A  ,0.016   ,0.010   ,0.001   ,0.006   ,CAL     ,0.50    ,11      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,0900,3.5   ,20    ,25.5  ,N/A  ,0.032   ,0.024   ,0.001   ,0.008   ,0.003   ,0.95    ,18      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1000,6.2   ,15    ,28.5  ,N/A  ,0.018   ,0.011   ,0.001   ,0.007   ,0.011   ,0.60    ,10      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1100,8.9   ,7     ,32.0  ,N/A  ,0.021   ,0.010   ,0.003   ,0.011   ,0.020   ,0.62    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1200,8.6   ,44    ,32.3  ,N/A  ,0.019   ,0.008   ,0.005   ,0.011   ,0.034   ,0.49    ,27      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1300,7.8   ,42    ,34.2  ,N/A  ,0.012   ,0.005   ,0.007   ,0.007   ,0.044   ,0.40    ,32      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1400,5.6   ,72    ,31.3  ,N/A  ,0.010   ,0.004   ,0.001   ,0.006   ,0.040   ,0.43    ,21      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1500,9.3   ,23    ,32.1  ,N/A  ,0.009   ,0.004   ,0.002   ,0.005   ,0.037   ,0.40    ,17      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1600,7.2   ,38    ,36.2  ,N/A  ,0.008   ,0.004   ,0.001   ,0.004   ,0.040   ,0.35    ,10      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1700,8.8   ,40    ,31.6  ,N/A  ,0.008   ,0.004   ,0.002   ,0.004   ,0.034   ,0.35    ,20      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1800,3.9   ,279   ,26.6  ,N/A  ,0.020   ,0.011   ,0.001   ,0.009   ,0.009   ,0.66    ,27      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,1900,5.7   ,309   ,26.3  ,N/A  ,0.021   ,0.013   ,0.002   ,0.008   ,0.007   ,0.68    ,41      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,2000,4.5   ,319   ,24.5  ,N/A  ,0.027   ,0.016   ,0.000   ,0.011   ,0.005   ,0.77    ,33      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,2100,2.7   ,316   ,24.1  ,N/A  ,0.040   ,0.031   ,0.001   ,0.009   ,0.001   ,0.99    ,27      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,2200,2.5   ,308   ,24.2  ,N/A  ,0.040   ,0.032   ,0.001   ,0.008   ,0.001   ,0.93    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,2300,4.3   ,321   ,24.0  ,N/A  ,0.038   ,0.030   ,0.001   ,0.008   ,0.001   ,0.90    ,18      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001217,2400,4.1   ,317   ,23.7  ,N/A  ,0.033   ,0.026   ,0.001   ,0.007   ,0.001   ,0.78    ,26      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20001218,0100,4.5   ,335   ,23.6  ,N/A  ,0.018   ,0.012   ,0.001   ,0.006   ,0.002   ,0.53    ,19      
