,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981101,2100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981101,2200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981101,2300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981101,2400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,CAL     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,0900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,1900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,2000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,2100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,2200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,2300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981102,2400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,0900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,1900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,2000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,2100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,2200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,2300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981103,2400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,0900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,1900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,2000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,2100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,2200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,2300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981104,2400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,0900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,1900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,20      ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,2000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,CAL     ,40      ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,2100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,CAL     ,N/A     ,N/A     ,45      ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,2200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,CAL     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,2300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981105,2400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0800,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,0900,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,1000,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,1100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,1200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,61      ,N/A   ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19981106,1300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,96      ,N/A   ,,
